id,nom,marque,caracteristiques,prix,Affichage,Ajustements,Alimentation,Alimentation fournie,Ancrable,Appareil d'entrée,Appareils intégrés,Avertissement sur les couleurs de l'image,Batterie,Caractéristiques,Certification Microsoft,Certification du logiciel,Classe énergétique,Clavier numérique,Commandes,Compatibilité,Compatibilité TTA,Compatibilité de la taille de l'écran,Compatibilité ordinateur portable,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs d'entrée,Contenu de l'emballage,Contenu recyclé du produit,Conçu pour,Couleur,Courant nominal,Destiné à,Dimension Rack,Dimensions d'ordinateur portable prises en charge,Dispositif de pointage,Dispositifs de sécurité,Débit de transfert de données,Effets sonores,Empreinte carbone,Epaisseur,Facteur de forme,Facteur de forme du casque,Fonction de raccourcis clavier,Fonctionne avec Chromebook,Fonctions,Fonctions supplémentaires,Format,Fourni avec,Gamme de couleurs,Garantie du fabricant,Hauteur (unités de rack),Impédance,Inclinaison,Interface,Interface de montage VESA,Interface de station d'accueil,Interfaces vidéo,Jeu,Lavable,Localisation,Localisation et disposition,Longueur,Longueur du câble,Luminosité,Matière du boîtier,Matériau,Matériau du produit,Microphones fournis,Mode de fonctionnement des appareils électriques,Mode de fonctionnement du microphone,Mode de sortie audio,Multipoint,Nbre de touches,Nombre de boutons,Nombre de touches,Nombre de touches spéciales,Nombre inclus,Normes de conformité,Normes environnementales,Panoramique,Performance,Performances,Pistes de la carte ISO,Pivoter,Pliable,Poids,Poids de la charge max.,Positionnement/montage,Processeur,Profondeur réglable,Programme de ventes par le fabricant,Protection,Protocole de liaison de données,Puissance d'entrée max.,Quantité emballée,Rapport de contraste,Revêtement de l'écran,Récepteur sans fil,Réglages de la position de l'écran,Réseaux,Résolution,Résolution native,Rétroéclairage du clavier,Rétroéclairé,Services inclus,Spécifications audio,Stockage,Style de touches,Suppresseur de bruit actif,Suppression du bruit de microphone,Système d'exploitation,Système d'exploitation requis,Taille,Technologie Adaptive-Sync,Technologie de casque,Technologie de charge rapide,Technologie de connectivité,Technologie de détection de mouvements,Technologie du microphone,Technologie sans fil,Temps de réponse,Tension,Tension requise,Type,Type d'emballage,Type d'interface (bus),Type de Produit,Type de contacts,Type de diaphragme,Type de licence,Type de microphone,Type de panneau,Type de prise,Type de rack,Type de tarification,Utilisation recommandée,Webcam intégrée,Éléments de montage
11869483,HP 655,HP INC,Ensemble clavier et souris - 100% - full size - sans fil - 2.4 GHz - Français - noir - Smart Buy,48.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil,,,,,,,,"Touche secret, dictée, Emoji",,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,HP Smart Buy,Résistant aux éclaboussures,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
6862521,Logitech MX Keys,LOGITECH,Logitech - MX Master Keys for Business - GRAPHITE - FRA,119.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,Easy-Switch,,,,,,,Garantie de 2 ans,,,,Bluetooth,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,810 g,,,,,,,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
7449720,Logitech Signature MK650 Combo for Business,LOGITECH,Ensemble clavier et souris - sans fil - Bluetooth LE - QWERTY - Nordique (Danois/Finnois/Norvégien/Suédois) - graphite,84.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,Souris - sans fil,,,,,,,,"Dictée, Emoji, écran de découpage, coupure du microphone, fonction arrière, actualisation, Tab, imprimé, calculatrice, commutateur de langue",Oui,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,QWERTY Nordique (Danois/Finnois/Norvégien/Suédois),,,,,,,,,,,,,,5,6,,,,,Commutation de sensibilité en temps réel 400 - 4 000 dpi,,,,,,,,,,,,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11841011,HP,HP INC,"Gaming - micro-casque - circum-aural - 2,4 GHz - sans fil - noir - pour Victus by HP Laptop 15, 16; EliteDesk 800 G6; Laptop 17; Pavilion x360 Laptop",144.0,,,,,,,,,,,,,,,"Volume, marche/arrêt du microphone",,,,,,,,,,,"Victus by HP Laptop 15-fa0014ns, 16-d0026nb, 16-e0314nf, 16-e1900ng; EliteDesk 800 G6; Laptop 17-cn2048nm; Pavilion x360 Laptop 15-er1003nm",Noir,,,,,,,,Casque DTS : X,,,,Circum-aural,,,,,,,,Garantie de 2 ans,,32 Ohm,,,,,,Oui,,,,,,,,,,,,Uni-directionnel,Stéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réponse en fréquence 10 - 20200 Hz - Sensibilité 104.5 dB,,,,,,,,,Dynamique,,Sans fil,,Condensateur électret,"Fréquence radio 2,4 GHz",,,,,,,"Micro-casque - 2,4 GHz - sans fil",,,,Perche télescopique,,,,,"Console de jeux, ordinateur",,
10400707,HP 225,HP INC,"Clavier - disposition des zones 2,5 - sans fil - 2.4 GHz - Français - noir",30.8,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,425.5 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,Chiclet,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
9900234,Clavier surface Pro SC French France Comm Platinum,MICROSOFT,"Clavier - avec rangement pour stylos - avec accéléromètre, pavé tactile, plateau de stockage et de recharge du Surface Slim Pen - rétroéclairé - AZERTY - Français - platine - pour Surface Pro 11, Pro 10, Pro 8, Pro 9.",168.32,,,,,,,"Accéléromètre, pavé tactile, plateau de stockage et de recharge du Surface Slim Pen",,,,,,,,,,,,,,,,,,,"Surface Pro 10 for Business, Pro 8 for Business, Pro 9 for Business",Platine,,,,,,,,,,,,,"Copilot, coupure du microphone, écran de découpage, raccourcis Windows, luminosité, multimédia",,,,,,,1 an de garantie,,,,,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,281 g,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422024,CHERRY ML4100,CHERRY,"Clavier - PS/2, USB - QWERTY - US - noir",67.21,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,"Technologie Cherry ML, symbole monétaire de l'euro",,,,,Garantie de 3 ans,,,,"PS/2, USB",,,,,,,QWERTY US,,,,,,,,,,,,86,,,,,,,,,,,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11841024,HP,HP INC,Clavier - 60% - rétroéclairé - USB-C - Français - commutateur : HyperX Red - rose,119.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,Renversement de la clé n,,,,,,,Garantie de 2 ans,,,,USB-C,,,,Oui,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,781.5 g,,,,,,,,,,,,,,,,,,"RGB / 16,7 millions de couleurs",,,,,,,,,,,,,Filaire,,,,,,,,,,,HyperX Red,,,,,,,,,,
11869482,HP Business Slim v2,HP INC,Clavier - USB - Français - noir,63.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,Lecteur de carte à puce,,,,,,,"Copilot, verrouillage du défilement, Caps Lock",,,,,,,1 an de garantie,,,,USB,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
7829617,"StarTech.com USB-C Multiport Adapter, 4K 60Hz HDMI, HDR, 3-Port USB Hub, 100W Power Delivery Pass-Through, USB Type C Mini Docking Station, Certified Works with Chromebook",STARTECH,"C Multiport Adapter, 4K 60Hz HDMI, HDR, 3-Port USB Hub, 100W Power Delivery Pass-Through, USB Type C Mini Docking Station, Certified Works with Chromebook - Windows, macOS, iPadOS, Android (104B-USBC-MULTIPORT) - Station d'accueil - USB-C / USB4 / Thunderbolt 3 / Thunderbolt 4 - HDMI",44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris sidéral,,,,,,,,,,,,,,Oui,,,,,,Garantie de 3 ans,,,,,,USB-C / USB4 / Thunderbolt 3 / Thunderbolt 4,HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Station d'accueil,,,,,,,,,,,
10456006,Dell Pro Silent Wired Collaboration Keyboard KB525C,DELL,"Clavier - USB, USB-C - AZERTY - Français - noir - avec 3 years NBD Advance Exchange",40.25,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Copilot, 15 touches de raccourci programmables, volume +, volume -, touche secret",,,,,,,,,,,"USB, USB-C",,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,460 g,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,3 years NBD Advance Exchange,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
6652308,HP 150 clavier et souris - USB - QWERTY,HP INC,"Ensemble clavier et souris - USB - QWERTY - Anglais - noir - pour HP 21, 27, Portable 14, 15, 15s",27.0,,,,,,,,,,,,,,,,,,,,,,,,,,"HP 21, 27; Laptop 14, 15, 15s; Pavilion Laptop 15",Noir,,,,,Souris,,,,,,,,"E-mail, volume, page d'accueil, musique, films, signets",,,,,,,1 an de garantie,,,,USB,,,,,,,QWERTY Anglais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11841023,HyperX Alloy Origins Core,HP INC,Clavier - rétroéclairé - USB - Français - commutateur : HyperX Red - noir,180.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,Multimédia,,,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,900 g,,,,,,,,,,,,,,,,,,"RGB / 16,7 millions de couleurs",,,,,,,,,,,,,Filaire,,,,,,,,,,,HyperX Red,,,,,,,,,,
11841015,HP,HP INC,Micro-casque - circum-aural - filaire - noir,60.0,,,,,,,,,,,,,,,"Volume, microphone activé/désactivé",,,,,,,,,,,,Noir,,,,,,,,,,,,Circum-aural,,,,,,,,Garantie de 2 ans,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réponse en fréquence 10 - 25000 Hz - Sensibilité 95 dB,,,,Oui,,,,,Dynamique,,Filaire,,Condensateur électret,,,,,,,,Micro-casque - filaire,,,,Perche télescopique,,,,,"Console de jeux, ordinateur",,
10400920,Clavier surface Pro Flex avec stylet CM SC French France Black,MICROSOFT,"Microsoft Surface Pro Flex Keyboard - Clavier - avec pavé tactile, accéléromètre, plateau de rangement et de chargement du Surface Slim Pen 2 - rétroéclairé - sans fil - Bluetooth LE - AZERTY - Français - noir - avec Slim Pen",452.89,,,,,,,"Pavé tactile, accéléromètre, plateau de rangement et de chargement du Surface Slim Pen 2",,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Luminosité, raccourcis Windows, contrôle des médias, coupure du microphone",,,,,Slim Pen,,1 an de garantie,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
5769228,Logitech Slim Wireless Combo MK470,LOGITECH,Ensemble clavier et souris - sans fil - 2.4 GHz - Italien - blanc cassé,59.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Blanc cassé,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,,,,,,,,Garantie de 2 ans,,,,2.4 GHz,,,,,,,Italien,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
8495396,Samsung Galaxy Tab Active4 Pro Clavier magnétique [Targus] Noir,SAMSUNG,JKT636TGB - Clavier - noir - pour Galaxy Tab Active4 Pro,108.29,,,,,,,,L'image du produit peut être d'une couleur différente,,,,,,,,,,,,,,,,,,Galaxy Tab Active4 Pro,Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7411790,HP 230 clavier et souris - sans fil -  blanc,HP INC,"Ensemble clavier et souris - sans fil - 2.4 GHz - Français - blanc - pour HP 24, Portable 13, 14, 14s, 15, 15s, 17, 24, 27",38.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,"HP 24; Laptop 14, 14s, 15, 15s, 17; Pavilion 24, 27; Pavilion Laptop 13, 14, 15",Blanc,,,,,Souris - sans fil,,,,,,,,,,,,,,,Garantie de 2 ans,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
3014139,CHERRY KC 1000,CHERRY,Clavier - Belge - noir,14.28,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Veille, calculatrice, e-mail, navigateur",,"Dessus de touche d'impression laser, indicateur DEL de statut, technologie Cherry LPK",,,,,Garantie de 3 ans,,,,,,,,,,,Belge,,,,,,,,,,,,105,,,4,,,,,,,,,,530 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
5755545,Urban Factory Onlee,URBAN-FACT,COMPACT BLUETOOTH KEYBOARD  WITH RECHARGEABLE BATTERY,49.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,"Bluetooth 5.1, 2.4 GHz",,,,,,,AZERTY Français,,,,,,,,,,,,102,,,,,,,,,,,,,295 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540483,Apple Magic Keyboard,APPLE,Clavier - USB-C - sans fil - Bluetooth - AZERTY - Français,99.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,239 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11841018,HP,HP INC,"Micro-casque - circum-aural - 2,4 GHz - sans fil - jack 3,5mm - noir, bleu - pour Victus by HP Laptop 15, 16; Laptop 14, 15, 17; Pavilion x360 Laptop; Pro 290 G9",144.0,,,,,,,,,,,,,,,Volume,,,,,,,,,,,"Victus by HP Laptop 15, 16; HP 250 G9; Elite 800 G9; EliteDesk 800 G6; Laptop 14, 15, 15s, 17; Pavilion Plus Laptop 14; Pavilion x360 Laptop; Pro 290 G9; Sony PlayStation 4, Sony PlayStation 5","Noir, bleu",,,,,,,,,,,,Circum-aural,,,,,,,,Garantie de 2 ans,,32 Ohm,,,,,,Oui,,,,,,,,,,,,Bidirectionnel,Stéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réponse en fréquence 20 - 20000 Hz - Sensibilité 106 dB,,,,Oui,,,,,Dynamique,,Sans fil,,Condensateur électret,"Fréquence radio 2,4 GHz",,,,,,,"Micro-casque - 2,4 GHz - sans fil - jack 3,5mm",,,,Perche télescopique,,,,,"Console de jeux, ordinateur",,
6173801,HP Pavilion Gaming 800,HP INC,"Clavier - Anglais - pour HP 20, 22, 24, 27, 460; Pavilion 24, 27, 590, 595, TP01; Pavilion Laptop 13, 14, 15",63.0,,,,,,,,,,,,,,,,,,,,,,,,,,"HP 20, 22, 24, 27, 460; Pavilion 24, 27, 590, 595, TP01; Pavilion Laptop 13, 14, 15",,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,Oui,,,Anglais,,,,,,,,,,,,,,,,,,,,,,,,,830 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045543,Logitech K120,LOGITECH,Clavier - USB - R.-U.,15.99,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étanche,,,,,Garantie de 3 ans,,,,USB,,,,,,,R.-U.,,,,,,,,,,,,,,,,,,,,,,,,,0.55 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11841030,HP,HP INC,HyperX Cloud Flight HX-HSCF-BK/EM,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382923,Kensington - KB100 EQ Clavier filaire,KENSINGTON,Clavier - full size - USB - AZERTY - Français - noir,12.52,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,511 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
8426911,Logitech MX Keys S Combo,LOGITECH,Ensemble clavier et souris - rétroéclairé - sans fil - Bluetooth LE - AZERTY - Français - commutateur : commutateurs à clé à ciseaux - graphite - avec Palm Rest,219.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,Souris - sans fil - optique,,,,,,,,"Easy-Switch, interrupteur marche/arrêt, PerfectStroke, multimédia, contrôle du rétroéclairage, dictée, Emoji, coupure d'écran",,,,,Palm Rest,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,,,7,,,,,,Commutation de la sensibilité en temps réel 200 - 8000 ppp,,,,,,,,,,,,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,Commutateurs à clé à ciseaux,,,,,,,,,,
8427408,Samsung Galaxy Tab S10+ / S9+ / S9FE+ Smart Book Cover Noir,SAMSUNG,"BX810 - Étui à rabat pour tablette - noir - pour Galaxy Tab S9 FE+, Tab S9+",99.9,,,,,,,,,,,,,,,,,,,,,,,,,,"Galaxy Tab S9 FE+, Tab S9+",Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étui à rabat pour tablette,,,,,,,,,,,
10311707,XtremeMac High Precision 3 in 1,MCL SAMAR,Stylet / stylo à bille pour tablette,20.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stylet / stylo à bille,,,,,,,,,,,
11841033,HP,HP INC,HyperX Cloud Stinger PS5 HX-HSCSS-BK/EM,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427419,Samsung Galaxy Tab S9 / Tab S9 FE / S10 FE / S10 Lite Smart Book Cover,SAMSUNG,"BX710 - Étui à rabat pour tablette - noir - pour Galaxy Tab S9, Tab S9 FE",99.9,,,,,,,,,,,,,,,,,,,,,,,,,,"Galaxy Tab S9, Tab S9 FE",Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étui à rabat pour tablette,,,,,,,,,,,
8459476,Targus - Clavier grande taille Bluetooth® EcoSmart® à énergie solaire (Nordique),TARGUS,Targus - Clavier grande taille Bluetooth® EcoSmart® à énergie solaire (Nordique),99.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,Bluetooth 5.0,,,,,,,QWERTY Nordique,,,,,,,,,,,,,,,,,,,,,,,,,840 g,,,,,,Protection antimicrobienne DefenseGuard,,,,,,,,,,,,3 niveaux,,,,,,,,,,,,,Sans fil,,,,,,,,Emballages recyclés,,,Commutateurs à clé à ciseaux,,,,,,,,,,
7411791,HP 650 clavier et souris sans fil,HP INC,Ensemble clavier et souris - sans fil - Français - noir,96.66,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop 15-dw1025nk; Pavilion Plus Laptop 14-eh0660nd,Noir,,,,,Souris - sans fil - droitiers et gauchers,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
6805320,CHERRY KC 6000 SLIM,CHERRY,CHERRY KC 6000 SLIM Clavier filaire ultra-plat USB blanc/argent Layout Qwerty International,42.01,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Argent,,,,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,USB,,,,,,,US,,,,,,,,,,,,104,,,6,,,,,,,,,,660 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY SX,,,,,,,,,,
7755169,Dell KB740,DELL,"Clavier - compact, multi-dispositif - sans fil - 2.4 GHz, Bluetooth 5.0 - AZERTY - Français - gris titan - avec 3 years NBD Advance Exchange",46.75,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Gris titan,,,,,,,,,,,,,"Programmable, volume -, volume +, touche secret",,,,,,,,,,,"2.4 GHz, Bluetooth 5.0",,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,506 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,3 years NBD Advance Exchange,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
5453117,PORT - Pack Clavier & Souris Filaire USB,PORT DESIG,PORT PACK CLAVIER + SOURIS USB BUDGET,25.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,Souris - filaire - optique - droitiers et gauchers,,,,,,,,,,,,,,,Garantie de 2 ans,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,104,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
7758195,Logitech G413 TKL SE,LOGITECH,Clavier - rétro-éclairé,79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
10309849,Clavier Surface Pro Keyboard + Stylet,MICROSOFT,Clavier Surface Pro Keyboard + Stylet Surface Slim Pen 2 - Alcantara - Noir,235.71,"13.5"" écran tactile",,,,Oui,,,,,,,,,,,,,,,,,,,,,,Noir mat,,,,,,,,,,,,,,,Détecteur de lumière ambiante,,,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,,,,,,,,,,,,,Bluetooth 5.3,,,,,,,SSD,,,,,,,,,,,,,,,,,,,,Ordinateur portable,,,,,,,,,,Oui,
10456007,Dell Pro Compact Silent Keyboard and Mouse,DELL,"KM555 - Ensemble clavier et souris - sans fil - 2.4 GHz, Bluetooth 5.1 - AZERTY - Français - noir - avec 3 years NBD Advance Exchange",50.5,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,"Copilot, 18 touches de raccourci programmables, touche secret, volume +, volume -, lecture/pause, avant, arrière",,,,,,,,,,,"2.4 GHz, Bluetooth 5.1",,,,,,,AZERTY Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Résistant aux éclaboussures,,,,,,Récepteur sans fil USB,,,,,,,3 years NBD Advance Exchange,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11890662,Dell Pro SP325,DELL,"Haut-parleur main libre - filaire - Suppresseur de bruit actif - USB-C - Certifié pour Microsoft Teams, certifié Zoom",96.5,,,,,,,,,,,,"Certifié pour Microsoft Teams, certifié Zoom",,,"Touche secret, répondre/terminer, réponse à des appels, réglage du volume, bouton Microsoft Teams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,4,,"Omni-directionnel, digital MEMS",Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réponse en fréquence 90 - 20000 Hz,,,Oui,Oui,,,,,,,Filaire,,,,,,,,,,Haut-parleur - filaire - USB-C,,Pilote dynamique,,,,,,,,,
8571089,Mobilis,MOBILIS,"Clavier et étui - étui de protection, détachable - avec pavé tactile - sans fil - Bluetooth - AZERTY - Français - noir",89.16,,,,,,,Pavé tactile,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Multimédia, copier, coller, interrupteur marche/arrêt",,,,,,,Garantie de 2 ans,,,,Bluetooth,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protection contre les chutes, protection d'angle",,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
998817,Kensington Foam Keyboard Wristrest,KENSINGTON,Repose-poignet pour clavier - noir,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,,,,,,,,,,Mousse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7713955,Logitech G713,LOGITECH,Clavier - sans clé - backlit - USB - AZERTY - Français - commutateur : Tactile - blanc,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,"Multimédia, luminosité",,,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,AZERTY Français,,,,,,,,,,,,87,,,,,,,,,,,,,962.5 g,,,,,,,,,,,,,,,,,,LIGHTSYNC,,,,,,,,,,,,,Filaire,,,,,,,,,,,Tactile,,,,,,,,,,
