id,nom,marque,caracteristiques,prix,Affichage,Alimentation,Batterie,Cache par processeur,Caméra,Caractéristiques principales du processeur,Clavier,Codec,Contrôleur de stockage,Contrôleur graphique,Couleur,Disque dur,Débit d'absorption spécifique (DAS),Empreinte carbone,Entrée audio,Entrée vidéo,Fourni avec,Garantie du fabricant,Intelligence Apple,Lecteur de carte,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Mémoire cache,Normes audionumériques prises en charge,Normes environnementales,Normes vidéo numériques prises en charge,Poids,Port du Processeur,Potocole de signal numérique,Processeur,Programme de ventes par le fabricant,Protocole de compression de données,Protocoles VoIP,Périphérique d'entrée,RAM,Réseaux,Services inclus,Sortie audio,Stockage optique,Système d'exploitation fourni,Technologie de Plate-forme,Type,Type de tarification,Unité de traitement neural (NPU)
11868039,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 7 265 / jusqu'à 5.3 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 2560 x 1440 (WQHD) @ 75 Hz - clavier : Français - argent de brochet - Smart Buy - avec Services informatiques neutres en carbone HP - Se",1879.0,,(50/60 Hz),,30 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Turbo Boost Max 3.0, Intel Smart Cache, 20 fils",Français,,,Intel Graphics - jusqu'à 8 TOPS,Argent de brochet,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"Secured-Core PC Enable, Absolute Persistence Module, Audio Permanent Disable, HP BIOS Recovery, Mise à jour du BIOS via le réseau, HP BIOSphere, HP Secure Erase, HP DriveLock, HP Sure Start, HP Sure Admin, HP Sure Click, HP Sure Run, HP Sure Sense, HP Sure Recover, HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens, HP Hotkey Support, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Support Assistant, HSA Fusion pour le commerce",,Yes,"27"" - LED - 2560 x 1440 (WQHD) @ 75 Hz - 16:9",30 Mo L3,,ENERGY STAR,,7.8 kg,,,"Intel Core Ultra 7 (Série 2) 265 / 2.4 GHz (jusqu'à 5.3 GHz, (20 cœurs)",HP Smart Buy,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM - non ECC,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868040,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 5 235 / jusqu'à 5 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - IEEE 802.11ax (Wi-Fi 6E), Gigabit Ethernet, Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 1920 x 1080 (Full HD) @ 75 Hz - clavier : Français - mercure - avec HP 3 years Next Business Day Onsite Desktop Support - avec HP Wolf Pro S",1829.0,,,,24 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache",Français,,,Intel Graphics - jusqu'à 6 TOPS,Mercure,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Notifications, HP Privacy Settings, HP Cloud Recovery, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Smart Support, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, Paquets de pilotes HP (téléchargement gratuit), myHP avec prise en charge de Multicamera, Poly Lens",,,"27"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9",24 Mo L3,,ENERGY STAR,,7.8 kg,,,"Intel Core Ultra 5 (Série 2) 235 / 3.4 GHz (jusqu'à 5 GHz, (14 cœurs)",,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, Wi-Fi 6E, 802.11b/g/n, 1GbE, Bluetooth 5.3",HP 3 years Next Business Day Onsite Desktop Support,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868042,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 9 285 / jusqu'à 5.6 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 2560 x 1440 (WQHD) @ 75 Hz - clavier : Français - argent de brochet - Smart Buy - avec Services informatiques neutres en carbone HP - Serv",2359.0,,(50/60 Hz),,36 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Thermal Velocity Boost, Intel Turbo Boost Max 3.0, Intel Smart Cache, 24 fils",Français,,,Intel Graphics - jusqu'à 8 TOPS,Argent de brochet,SSD 1 To - PCI Express - NVM Express (NVMe),,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"Secured-Core PC Enable, Absolute Persistence Module, Audio Permanent Disable, HP BIOS Recovery, Mise à jour du BIOS via le réseau, HP BIOSphere, HP Secure Erase, HP DriveLock, HP Sure Start, HP Sure Admin, HP Sure Click, HP Sure Run, HP Sure Sense, HP Sure Recover, HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens, HP Hotkey Support, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Support Assistant, HSA Fusion pour le commerce",,Yes,"27"" - LED - 2560 x 1440 (WQHD) @ 75 Hz - 16:9",36 Mo L3,,ENERGY STAR,,7.8 kg,,,"Intel Core Ultra 9 (Série 2) 285 / 2.5 GHz (jusqu'à 5.6 GHz, (24 cœurs)",HP Smart Buy,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM - non ECC,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868043,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 5 235 / jusqu'à 5 GHz - RAM 8 Go - SSD 256 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 2560 x 1440 (WQHD) @ 75 Hz - clavier : Français - argent de brochet - Smart Buy - avec Support sur site pour ordinateur de bureau HP pendan",1619.0,,(50/60 Hz),,24 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache, 14 fils",Français,,,Intel Graphics - jusqu'à 6 TOPS,Argent de brochet,SSD 256 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"Secured-Core PC Enable, Absolute Persistence Module, Audio Permanent Disable, HP BIOS Recovery, Mise à jour du BIOS via le réseau, HP BIOSphere, HP Secure Erase, HP DriveLock, HP Sure Start, HP Sure Admin, HP Sure Click, HP Sure Run, HP Sure Sense, HP Sure Recover, HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens, HP Hotkey Support, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Support Assistant, HSA Fusion pour le commerce",,Yes,"27"" - LED - 2560 x 1440 (WQHD) @ 75 Hz - 16:9",24 Mo L3,,ENERGY STAR,,7.8 kg,,,"Intel Core Ultra 5 (Série 2) 235 / 3.4 GHz (jusqu'à 5 GHz, (14 cœurs)",HP Smart Buy,,,,8 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3","Support sur site pour ordinateur de bureau HP pendant 3 ans, le jour ouvrable suivant",,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868096,HP ProStudio 4 G1i AI PC,HP INC,"Tout-en-un Core Ultra 5 225T / jusqu'à 4.9 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - clavier : Français - Smart Buy - avec Support sur site HP de 3 ans pour bureau avec service le jour suivant",1489.0,,(50/60 Hz),,20 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache",Français,,,Intel Graphics - jusqu'à 4 TOPS,,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,Langue : français / région : France,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Documentation, HP Notifications, HP Connection Optimizer, HP Privacy Settings, HP Cloud Recovery, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Desktop Support Utilities, HP Smart Support, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, Poly Camera Pro, Paquets de pilotes HP (téléchargement gratuit), Edge Customization, myHP avec prise en charge de Multicamera, Poly Lens",,,"23.8"" - LED - 1920 x 1080 (Full HD)",20 Mo L3,,ENERGY STAR,,6.3 kg,,,"Intel Core Ultra 5 (Série 2) 225T / 2.5 GHz (jusqu'à 4.9 GHz, (10 cœurs)",HP Smart Buy,,,,32 Go DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",Support sur site HP de 3 ans pour bureau avec service le jour suivant,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868097,HP ProStudio 4 G1i AI PC,HP INC,"Tout-en-un Core Ultra 5 225T / jusqu'à 4.9 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz écran tactile - clavier : Français - Smart Buy - avec Support sur site HP de 3 ans pour bureau avec serv",1419.0,,(50/60 Hz),,20 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache",Français,,,Intel Graphics - jusqu'à 4 TOPS,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,Langue : français / région : France,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Documentation, HP Notifications, HP Connection Optimizer, HP Privacy Settings, HP Cloud Recovery, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Desktop Support Utilities, HP Smart Support, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, Poly Camera Pro, Paquets de pilotes HP (téléchargement gratuit), Edge Customization, myHP avec prise en charge de Multicamera, Poly Lens",,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9 - écran tactile",20 Mo L3,,ENERGY STAR,,6.3 kg,,,"Intel Core Ultra 5 (Série 2) 225T / 2.5 GHz (jusqu'à 4.9 GHz, (10 cœurs)",HP Smart Buy,,,,16 Go DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",Support sur site HP de 3 ans pour bureau avec service le jour suivant,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868098,HP ProStudio 4 G1i AI,HP INC,"Tout-en-un Core Ultra 5 225T / jusqu'à 4.9 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz - clavier : Français - Smart Buy - avec Services informatiques neutres en carbone HP - Service à la port",1349.0,,(50/60 Hz),,20 Mo,Oui,Technologie Intel Turbo Boost,Français,,,Intel Graphics Dynamic Video Memory Technology - jusqu'à 4 TOPS,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,Langue : français / région : France,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Documentation, HP Notifications, HP Connection Optimizer, HP Privacy Settings, HP Cloud Recovery, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Desktop Support Utilities, HP Smart Support, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, Poly Camera Pro, Paquets de pilotes HP (téléchargement gratuit), Edge Customization, myHP avec prise en charge de Multicamera, Poly Lens",,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9",20 Mo L3,,ENERGY STAR EPEAT Gold,,6.3 kg,,,"Intel Core Ultra 5 (Série 2) 225T / 2.5 GHz (jusqu'à 4.9 GHz, (10 cœurs)",HP Smart Buy,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,Stéreo,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11868102,HP ProStudio 4 G1i AI,HP INC,"Tout-en-un Core Ultra 5 225T / jusqu'à 4.9 GHz - RAM 8 Go - SSD 256 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz - clavier : Français - Smart Buy - avec Services informatiques neutres en carbone HP - Service à la porte",1249.0,,(50/60 Hz),,20 Mo,Oui,Technologie Intel Turbo Boost,Français,,,Intel Graphics Dynamic Video Memory Technology - jusqu'à 4 TOPS,,SSD 256 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,Langue : français / région : France,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Documentation, HP Notifications, HP Connection Optimizer, HP Privacy Settings, HP Cloud Recovery, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Desktop Support Utilities, HP Smart Support, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, Poly Camera Pro, Paquets de pilotes HP (téléchargement gratuit), Edge Customization, myHP avec prise en charge de Multicamera, Poly Lens",,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9",20 Mo L3,,ENERGY STAR EPEAT Gold,,6.3 kg,,,"Intel Core Ultra 5 (Série 2) 225T / 2.5 GHz (jusqu'à 4.9 GHz, (10 cœurs)",HP Smart Buy,,,,8 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,Stéreo,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
10282160,Lenovo ThinkCentre neo 50a 24 Gen 5 12SD,LENOVO,"Tout-en-un avec support d'écran - Core i5 13420H / jusqu'à 4.6 GHz - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - UHD Graphics - Gigabit Ethernet, Bluetooth 5.2, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 100 Hz - clavier : Français - gris luna - Lenovo TopSeller - avec 1 a",965.53,,(50/60 Hz),,12 Mo,Oui,,Français,,,Intel UHD Graphics mémoire vidéo partagée (UMA),Gris luna,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site,,,Langue : français / région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 100 Hz - 16:9",12 Mo,,ENERGY STAR EPEAT Silver,,6 kg,,,"Intel Core i5 (13ème génération) 13420H / 2.1 GHz (jusqu'à 4.6 GHz, (8 cœurs)",Lenovo TopSeller,,,,16 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.2, Wi-Fi 6",1 an de support Lenovo sur site,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10282161,Lenovo ThinkCentre neo 50a 24 Gen 5 12SD,LENOVO,"Tout-en-un avec support d'écran - Core i5 13420H / jusqu'à 4.6 GHz - RAM 8 Go - SSD 256 Go - TCG Opal Encryption 2, NVMe - UHD Graphics - Gigabit Ethernet, Bluetooth 5.2, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 100 Hz écran tactile - clavier : Français - gris luna - Lenovo TopSell",953.76,,(50/60 Hz),,12 Mo,Oui,,Français,,,Intel UHD Graphics mémoire vidéo partagée (UMA),Gris luna,"SSD 256 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site,,,Langue : français / région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 100 Hz - 16:9 - écran tactile",12 Mo,,ENERGY STAR EPEAT Silver,,6 kg,,,"Intel Core i5 (13ème génération) 13420H / 2.1 GHz (jusqu'à 4.6 GHz, (8 cœurs)",Lenovo TopSeller,,,,8 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.2, Wi-Fi 6",1 an de support Lenovo sur site,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
9825470,Lenovo ThinkCentre M90a Gen 5 12SH,LENOVO,"Tout-en-un avec Support V UltraFlex - Core i5 i5-14500 / jusqu'à 5 GHz - vPro Enterprise - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe, Performance - graveur de DVD - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E) - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 60 Hz écran tactile - clavi",1165.53,,(50/60 Hz),,24 Mo,Oui,,Français,,RAID,Intel UHD Graphics 770 mémoire vidéo partagée (UMA),Noir,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe), Performance",,,,,,Garantie de base - 3 ans - sur site ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,,3 en 1,Langue : français / région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 60 Hz - 16:9 - écran tactile",24 Mo,,"TCO Certified Edge All-in-One PCs, TCO Certified All-in-One PCs 9, ENERGY STAR EPEAT Gold",,7.83 kg,,,"Intel Core i5 (14ème génération) i5-14500 / 2.6 GHz (jusqu'à 5 GHz, (14 cœurs)",Lenovo TopSeller,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM - non ECC,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.1, Wi-Fi 6E",1 an de support Premier Lenovo,,Graveur de DVD,Windows 11 Pro,Intel vPro Enterprise,Ordinateur personnel - tout-en-un,,
9825471,Lenovo ThinkCentre M90a Gen 5 12SH,LENOVO,"Tout-en-un avec Support de moniteur à fonction complète - Core i5 i5-14500 / jusqu'à 5 GHz - vPro - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe, Performance - graveur de DVD - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 60 ",1106.71,,(50/60 Hz),,24 Mo,Oui,,Français,,,Intel UHD Graphics 770 mémoire vidéo partagée (UMA),Noir,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe), Performance",,,,,,Garantie de base - 3 ans - sur site ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,,Oui,Langue : français / région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 60 Hz - 16:9",24 Mo,,"TCO Certified Edge All-in-One PCs, TCO Certified All-in-One PCs 9, ENERGY STAR EPEAT Gold",,8.13 kg,,,"Intel Core i5 (14ème génération) i5-14500 / 2.6 GHz (jusqu'à 5 GHz, (14 cœurs)",Lenovo TopSeller,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.1, Wi-Fi 6E, Bluetooth 5.3",1 an de support Premier Lenovo,,Graveur de DVD,Windows 11 Pro,Intel vPro Platform,Ordinateur personnel - tout-en-un,,
9825472,Lenovo ThinkCentre M90a Gen 5 12SH,LENOVO,"Tout-en-un avec Support de moniteur à fonction complète - Core i7 i7-14700 / jusqu'à 5.4 GHz - vPro Enterprise - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe, Performance - graveur de DVD - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E) - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 60 Hz",1412.59,,(50/60 Hz),,33 Mo,Oui,,Français,,RAID,Intel UHD Graphics 770 mémoire vidéo partagée (UMA),Noir,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe), Performance",,,,,,Garantie de base - 3 ans - sur site ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,,3 en 1,Langue : français / région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 60 Hz - 16:9 - écran tactile",33 Mo,,"TCO Certified Edge All-in-One PCs, TCO Certified All-in-One PCs 9, ENERGY STAR EPEAT Gold",,8.13 kg,,,"Intel Core i7 (14ème génération) i7-14700 / 2.1 GHz (jusqu'à 5.4 GHz, (20 cœurs)",Lenovo TopSeller,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM - non ECC,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.1, Wi-Fi 6E",1 an de support Premier Lenovo,,Graveur de DVD,Windows 11 Pro,Intel vPro Enterprise,Ordinateur personnel - tout-en-un,,
8355499,MSI Modern AM242TP 12M 412EU,MSI,"Tout-en-un Core i7 1260P / jusqu'à 4.7 GHz - RAM 16 Go - SSD 1 To - NVMe - Carte graphique Intel Iris Xe - IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) écran tactile - noir",1499.99,,,,18 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Carte graphique Intel Iris Xe,Noir,SSD 1 To - PCI Express 3.0 x4 - M.2 2280 - NVM Express (NVMe),,,,,,Garantie limitée - 3 ans,,,,Tobii Aware,,,"23.8"" - LED - 1920 x 1080 (Full HD) - écran tactile",18 Mo,,,,6.16 kg,,,"Intel Core i7 (12ème génération) 1260P / 2.1 GHz (jusqu'à 4.7 GHz, (12 coeurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"802.11b/g/n, 802.11a, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3, 1GbE, 802.11ax",,"Surround 2,1 canaux",Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10541033,Apple iMac with 4.5K Retina display and Built-in VESA Mount Adapter,APPLE,"in VESA Mount Adapter - Tout-en-un M4 - RAM 16 Go - SSD 256 Go - Apple M4 10-core - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - macOS Sequoia 15.0 - moniteur : LED 24"" 4480 x 2520 (4.5K) - argent",1457.5,,(50/60 Hz),,,Oui,"Moteur de décodage vidéo, Accélération matérielle du traçage des rayons, moteur d'encodage et de décodage ProRes, décodage AV1, bande passante mémoire de 120 Go/s, moteur d'encodage vidéo, H.264, HEVC, ProRes et ProRes RAW accélérés par matériel",,,,Apple M4 10-core,Argent,SSD 256 Go - soudé,,,,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Oui,,,"Apple iMovie, Apple Safari, Apple GarageBand, Photo Booth, Apple Time Machine, Apple FaceTime, Apple Preview, Messagerie, Plans, Photos, Rappels, App Store, Musique, Contacts, Stocks, Notes, Météo, Calendrier, Siri, Messages, Apple Keynote, Apple Pages, Apple Numbers, News, Voice Memos, Podcasts, Home, Apple TV, Find My, Apple Books, Apple Shortcuts, Apple QuickTime Player, Apple Freeform, Miroitage iPhone",99 % d'éléments de terre rare recyclés,,"24"" - LED - 4480 x 2520 (4.5K) - 218 ppi",,"AAC, MP3, FLAC, Apple Lossless, Dolby Atmos, Dolby Digital, Dolby Digital Plus",ENERGY STAR,"H.264, HEVC, ProRes, ProRes RAW, AV1",,,,Apple M4 (10 cœurs),,,,,16 Go,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,Stéreo,Pas de disque optique,Apple macOS Sequoia 15.0,,Ordinateur personnel - tout-en-un,,16-core Neural Engine
